latitude,longitude,depth,year,month,day,mag,timeStr,event_id,fmt_lat,fmt_lon,fmt_depth,fmt_mag
28.169,104.867,3.304,2017,06,22,1.2936,2017-06-22,273,28.169,104.867,3.3km,M1.3
28.169,104.871,3.484,2017,06,22,0.9839,2017-06-22,274,28.169,104.871,3.5km,M1.0
28.169,104.862,4.222,2017,06,22,0.5839,2017-06-22,275,28.169,104.862,4.2km,M0.6
28.171,104.866,2.993,2017,06,22,0.3199,2017-06-22,276,28.171,104.866,3.0km,M0.3
28.168,104.865,3.554,2017,06,23,1.2122,2017-06-23,277,28.168,104.865,3.6km,M1.2
28.169,104.865,3.416,2017,06,23,0.4575,2017-06-23,278,28.169,104.865,3.4km,M0.5
28.17,104.871,2.602,2017,06,23,2.1567,2017-06-23,279,28.17,104.871,2.6km,M2.2
28.185,104.854,3.331,2017,06,26,0.5946,2017-06-26,280,28.185,104.854,3.3km,M0.6
28.185,104.86,-0.094,2017,07,10,0.5885,2017-07-10,281,28.185,104.86,-0.1km,M0.6
28.182,104.865,2.58,2017,07,10,0.6411,2017-07-10,282,28.182,104.865,2.6km,M0.6
28.169,104.859,-0.606,2017,07,20,0.7646,2017-07-20,283,28.169,104.859,-0.6km,M0.8
28.159,104.867,6.805,2017,07,21,0.0244,2017-07-21,284,28.159,104.867,6.8km,M0.0
28.177,104.878,1.976,2017,07,22,1.5145,2017-07-22,285,28.177,104.878,2.0km,M1.5
28.174,104.873,2.98,2017,07,24,1.2168,2017-07-24,286,28.174,104.873,3.0km,M1.2
28.174,104.876,0.907,2017,07,25,1.2558,2017-07-25,287,28.174,104.876,0.9km,M1.3
28.171,104.866,0.485,2017,07,27,0.4847,2017-07-27,288,28.171,104.866,0.5km,M0.5
28.187,104.873,4.803,2017,07,27,0.3159,2017-07-27,289,28.187,104.873,4.8km,M0.3
28.176,104.873,4.122,2017,07,28,0.6144,2017-07-28,290,28.176,104.873,4.1km,M0.6
28.172,104.867,1.632,2017,07,28,0.2977,2017-07-28,291,28.172,104.867,1.6km,M0.3
28.166,104.882,3.383,2017,07,29,0.6758,2017-07-29,292,28.166,104.882,3.4km,M0.7
28.168,104.876,3.056,2017,07,30,0.365,2017-07-30,293,28.168,104.876,3.1km,M0.4
28.171,104.869,3.124,2017,08,01,0.9507,2017-08-01,294,28.171,104.869,3.1km,M1.0
28.172,104.87,3.253,2017,08,01,0.8274,2017-08-01,295,28.172,104.87,3.3km,M0.8
28.175,104.868,6.612,2017,08,16,0.5732,2017-08-16,296,28.175,104.868,6.6km,M0.6
28.173,104.872,3.896,2017,10,02,1.3344,2017-10-02,297,28.173,104.872,3.9km,M1.3
28.186,104.88,2.29,2017,10,04,0.7522,2017-10-04,298,28.186,104.88,2.3km,M0.8
28.173,104.86,6.311,2017,10,06,0.8519,2017-10-06,299,28.173,104.86,6.3km,M0.9
28.171,104.865,6.805,2017,12,04,0.156,2017-12-04,300,28.171,104.865,6.8km,M0.2
28.147,104.863,2.898,2017,12,12,0.5563,2017-12-12,301,28.147,104.863,2.9km,M0.6
28.156,104.859,4.317,2018,02,21,0.1303,2018-02-21,302,28.156,104.859,4.3km,M0.1
28.169,104.858,2.797,2018,05,31,0.4698,2018-05-31,303,28.169,104.858,2.8km,M0.5
28.159,104.868,5.123,2018,06,06,0.4818,2018-06-06,304,28.159,104.868,5.1km,M0.5
28.16,104.88,6.849,2018,06,06,0.897,2018-06-06,305,28.16,104.88,6.8km,M0.9
28.147,104.884,8.654,2018,06,09,0.3146,2018-06-09,306,28.147,104.884,8.7km,M0.3
28.162,104.888,4.013,2018,06,11,1.6583,2018-06-11,307,28.162,104.888,4.0km,M1.7
28.163,104.872,4.099,2018,06,11,1.1365,2018-06-11,308,28.163,104.872,4.1km,M1.1
28.166,104.893,12.212,2018,06,11,0.8423,2018-06-11,309,28.166,104.893,12.2km,M0.8
28.164,104.876,5.432,2018,06,11,1.2542,2018-06-11,310,28.164,104.876,5.4km,M1.3
28.159,104.872,9.261,2018,06,11,0.5087,2018-06-11,311,28.159,104.872,9.3km,M0.5
28.147,104.863,2.898,2018,06,13,0.4216,2018-06-13,312,28.147,104.863,2.9km,M0.4
28.15,104.861,7.61,2018,06,13,0.6967,2018-06-13,313,28.15,104.861,7.6km,M0.7
28.157,104.883,4.281,2018,06,13,0.4451,2018-06-13,314,28.157,104.883,4.3km,M0.4
28.172,104.877,4.799,2018,06,13,0.2551,2018-06-13,315,28.172,104.877,4.8km,M0.3
28.175,104.863,5.531,2018,06,14,0.5176,2018-06-14,316,28.175,104.863,5.5km,M0.5
28.16,104.881,4.985,2018,06,14,0.3822,2018-06-14,317,28.16,104.881,5.0km,M0.4
28.187,104.876,3.374,2018,06,14,0.1441,2018-06-14,318,28.187,104.876,3.4km,M0.1
28.175,104.846,3.844,2018,06,15,0.2207,2018-06-15,319,28.175,104.846,3.8km,M0.2
28.164,104.869,1.994,2018,06,18,0.4885,2018-06-18,320,28.164,104.869,2.0km,M0.5
28.156,104.876,3.249,2018,06,18,0.1112,2018-06-18,321,28.156,104.876,3.2km,M0.1
28.157,104.854,2.63,2018,06,20,0.2738,2018-06-20,322,28.157,104.854,2.6km,M0.3
28.156,104.856,2.577,2018,06,20,0.4016,2018-06-20,323,28.156,104.856,2.6km,M0.4
28.16,104.884,3.709,2018,07,01,0.3461,2018-07-01,324,28.16,104.884,3.7km,M0.3
28.17,104.885,5.059,2018,07,06,0.4589,2018-07-06,325,28.17,104.885,5.1km,M0.5
28.154,104.859,6.325,2018,07,12,0.2962,2018-07-12,326,28.154,104.859,6.3km,M0.3
28.153,104.859,6.49,2018,07,14,0.4459,2018-07-14,327,28.153,104.859,6.5km,M0.4
